Species,Antigen,Clone,Catalog no.,Flurochrome,Product name,Acetone human,4% PFA human,FFPE human,FFPE human RNAsky,Acetone mouse,4% PFA mouse,FFPE mouse,Gene names,Antibody type,Company
human,CD13,REAL312,130-137-261,Vio B515,"CD13 Antibody, anti-human, REAlease®",,yes,,,,,,ANPEP; APN; CD13; GP150; LAP1; P150; PEPN,REAL,Miltenyi
human,CD133/1,AC133,130-113-106,APC,"CD133/1 Antibody, anti-human",yes,no,no,,,,,AC133; CD133; CORD12; MCDR2; MSTP061; PROM1; PROML1; RP41; STGD4,Hybridoma,Miltenyi
human,CD133/1,AC133,130-113-108,PE,"CD133/1 Antibody, anti-human",yes,no,no,,,,,AC133; CD133; CORD12; MCDR2; MSTP061; PROM1; PROML1; RP41; STGD4,Hybridoma,Miltenyi
human,CD133/1,REA753,130-110-963,APC,"CD133/1 Antibody, anti-human, REAfinity™",yes,no,no,,,,,AC133; CD133; CORD12; MCDR2; MSTP061; PROM1; PROML1; RP41; STGD4,REA,Miltenyi
human,CD133/1,REA753,130-110-962,PE,"CD133/1 Antibody, anti-human, REAfinity™",yes,no,no,,,,,AC133; CD133; CORD12; MCDR2; MSTP061; PROM1; PROML1; RP41; STGD4,REA,Miltenyi
human,CD133/1,REAL233,130-115-190,APC,"CD133/1 Antibody, anti-human, REAlease®",yes,yes,,,,,,AC133; CD133; CORD12; MCDR2; MSTP061; PROM1; PROML1; RP41; STGD4,REAL,Miltenyi
human,CD133/1,REAL233,130-118-061,PE,"CD133/1 Antibody, anti-human, REAlease®",yes,yes,,,,,,AC133; CD133; CORD12; MCDR2; MSTP061; PROM1; PROML1; RP41; STGD4,REAL,Miltenyi
human,CD133/1,REAL803,130-125-788,PE,"CD133/1 Antibody, anti-human, REAdye_lease™",yes,yes,no,,,,,AC133; CD133; CORD12; MCDR2; MSTP061; PROM1; PROML1; RP41; STGD4,REAL,Miltenyi
human,CD133/2,293C3,130-113-184,APC,"CD133/2 Antibody, anti-human",yes,no,no,,,,,AC133; CD133; CORD12; MCDR2; MSTP061; PROM1; PROML1; RP41; STGD4,Hybridoma,Miltenyi
human,CD133/2,293C3,130-113-186,PE,"CD133/2 Antibody, anti-human",yes,no,no,,,,,AC133; CD133; CORD12; MCDR2; MSTP061; PROM1; PROML1; RP41; STGD4,Hybridoma,Miltenyi
human,CD133/2,REA816,130-112-158,APC,"CD133/2 Antibody, anti-human, REAfinity™",yes,no,no,,,,,AC133; CD133; CORD12; MCDR2; MSTP061; PROM1; PROML1; RP41; STGD4,REA,Miltenyi
human,CD133/2,REA816,130-112-157,PE,"CD133/2 Antibody, anti-human, REAfinity™",yes,no,no,,,,,AC133; CD133; CORD12; MCDR2; MSTP061; PROM1; PROML1; RP41; STGD4,REA,Miltenyi
human,CD133/2,AC141,130-120-059,PE,"CD133/2 Antibody, anti-human",no,yes,no,,,,,AC133; CD133; CORD12; MCDR2; MSTP061; PROM1; PROML1; RP41; STGD4,Hybridoma,Miltenyi
human,CD133/2,REA820,130-112-196,APC,"CD133/2 Antibody, anti-human, REAfinity™",no,yes,no,,,,,AC133; CD133; CORD12; MCDR2; MSTP061; PROM1; PROML1; RP41; STGD4,REA,Miltenyi
human,CD133/2,REA820,130-112-195,PE,"CD133/2 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,AC133; CD133; CORD12; MCDR2; MSTP061; PROM1; PROML1; RP41; STGD4,REA,Miltenyi
human,CD134 (OX40),ACT35,130-128-827,APC,"CD134 (OX40) Antibody, anti-human",no,yes,yes,yes,,,,ACT35; CD134; IMD16; OX40; TNFRSF4; TXGP1L,Hybridoma,Miltenyi
human,CD134 (OX40),ACT35,130-098-844,FITC,"CD134 (OX40) Antibody, anti-human",no,no,yes,yes,,,,ACT35; CD134; IMD16; OX40; TNFRSF4; TXGP1L,Hybridoma,Miltenyi
human,CD134 (OX40),ACT35,130-116-488,PE,"CD134 (OX40) Antibody, anti-human",no,no,yes,yes,,,,ACT35; CD134; IMD16; OX40; TNFRSF4; TXGP1L,Hybridoma,Miltenyi
human,CD134 (OX40),REA621,130-122-218,APC,"CD134 (OX40) Antibody, anti-human, REAfinity™",no,yes,yes,,,,,ACT35; CD134; IMD16; OX40; TNFRSF4; TXGP1L,REA,Miltenyi
human,CD134 (OX40),REA621,130-126-024,PE,"CD134 (OX40) Antibody, anti-human, REAfinity™",no,yes,yes,,,,,ACT35; CD134; IMD16; OX40; TNFRSF4; TXGP1L,REA,Miltenyi
mouse,CD134 (OX40),REA625,130-134-110,APC,"CD134 (OX40) Antibody, anti-mouse, REAfinity™",,,,,yes,no,,ACT35; CD134; LY-70; OX40; TNFRSF4; TXGP1; TXGP1L,REA,Miltenyi
mouse,CD134 (OX40),REA625,130-109-741,PE,"CD134 (OX40) Antibody, anti-mouse, REAfinity™",,,,,yes,no,,ACT35; CD134; LY-70; OX40; TNFRSF4; TXGP1; TXGP1L,REA,Miltenyi
human,CD137,4B4-1,130-119-883,APC,"CD137 Antibody, anti-human",yes,no,no,,,,,4-1BB; CD137; CDW137; ILA; TNFRSF9,Hybridoma,Miltenyi
human,CD137,4B4-1,130-119-885,PE,"CD137 Antibody, anti-human",yes,no,no,,,,,4-1BB; CD137; CDW137; ILA; TNFRSF9,Hybridoma,Miltenyi
human,CD137,REA765,130-110-764,APC,"CD137 Antibody, anti-human, REAfinity™",yes,no,no,,,,,4-1BB; CD137; CDW137; ILA; TNFRSF9,REA,Miltenyi
human,CD137,REA765,130-110-763,PE,"CD137 Antibody, anti-human, REAfinity™",yes,no,no,,,,,4-1BB; CD137; CDW137; ILA; TNFRSF9,REA,Miltenyi
human,CD138,44F9,130-117-395,APC,"CD138 Antibody, anti-human",yes,no,yes,,,,,CD138; SDC; SDC1; SYND1; SYNDECAN,Hybridoma,Miltenyi
human,CD138,44F9,130-119-839,FITC,"CD138 Antibody, anti-human",yes,no,yes,,,,,CD138; SDC; SDC1; SYND1; SYNDECAN,Hybridoma,Miltenyi
human,CD138,44F9,130-119-840,PE,"CD138 Antibody, anti-human",yes,no,yes,,,,,CD138; SDC; SDC1; SYND1; SYNDECAN,Hybridoma,Miltenyi
human,CD138,REA929,130-115-480,APC,"CD138 Antibody, anti-human, REAfinity™",yes,yes,yes,yes,,,,CD138; SDC; SDC1; SYND1; SYNDECAN,REA,Miltenyi
human,CD138,REA929,130-115-478,FITC,"CD138 Antibody, anti-human, REAfinity™",yes,yes,yes,yes,,,,CD138; SDC; SDC1; SYND1; SYNDECAN,REA,Miltenyi
human,CD138,REA929,130-115-479,PE,"CD138 Antibody, anti-human, REAfinity™",yes,yes,yes,yes,,,,CD138; SDC; SDC1; SYND1; SYNDECAN,REA,Miltenyi
human,CD138,REAL907,130-130-143,Vio B515,"CD138 Antibody, anti-human, REAdye_lease™",,yes,yes,,,,,CD138; SDC; SDC1; SYND1; SYNDECAN,REAL,Miltenyi
mouse,CD138,REA104,130-122-945,APC,"CD138 Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,AA408134; AA409076; CD138; SDC1; SSTN; SYN-1; SYND; SYND1,REA,Miltenyi
mouse,CD138,REA104,130-120-810,PE,"CD138 Antibody, anti-mouse, REAfinity™",,,,,yes,yes,,AA408134; AA409076; CD138; SDC1; SSTN; SYN-1; SYND; SYND1,REA,Miltenyi
human,CD14,REA1314,130-135-500,APC,"CD14 Antibody, anti-human, REAfinity™",,,yes,,,,,CD14,REA,Miltenyi
human,CD14,REA1314,130-128-771,PE,"CD14 Antibody, anti-human, REAfinity™",,,yes,,,,,CD14,REA,Miltenyi
human,CD14,REA599,130-110-520,APC,"CD14 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,CD14,REA,Miltenyi
human,CD14,REA599,130-110-518,FITC,"CD14 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,CD14,REA,Miltenyi
human,CD14,REA599,130-110-519,PE,"CD14 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,CD14,REA,Miltenyi
human,CD14,REAL107,130-112-074,FITC,"CD14 Antibody, anti-human, REAlease®",yes,,,,,,,CD14,REAL,Miltenyi
human,CD14,REAL1403,130-132-309,PE,"CD14 Antibody, anti-human, REAlease®",yes,,,,,,,CD14,REAL,Miltenyi
human,CD14,REAL1403,130-132-315,Vio B515,"CD14 Antibody, anti-human, REAlease®",yes,,,,,,,CD14,REAL,Miltenyi
human,CD14,TÜK4,130-113-143,APC,"CD14 Antibody, anti-human",yes,yes,no,,,,,CD14,Hybridoma,Miltenyi
human,CD14,TÜK4,130-113-146,FITC,"CD14 Antibody, anti-human",yes,yes,no,,,,,CD14,Hybridoma,Miltenyi
human,CD14,TÜK4,130-113-147,PE,"CD14 Antibody, anti-human",yes,yes,no,,,,,CD14,Hybridoma,Miltenyi
